Date,IDU,IJH,IJJ,IJK,IJR,IJS,IJT,IUSG,IUSV,IVE,IVV,IVW,IWB,IWD,IWF,IWM,IWN,IWO,IWV,IYC,IYE,IYF,IYG,IYH,IYJ,IYK,IYM,IYW,IYY,IYZ
2016-11-11,45.83456802368164,27.468442916870117,58.25124740600586,39.81556701660156,56.470462799072266,57.133506774902344,64.6399154663086,38.186275482177734,38.727840423583984,80.35375213623047,187.92718505859375,27.338035583496094,105.31233215332031,88.74073028564453,95.31014251708984,114.15681457519531,93.27652740478516,140.9550323486328,112.86183166503906,34.3461799621582,28.099437713623047,41.2553825378418,28.57069206237793,26.410999298095703,53.425506591796875,29.945261001586914,69.06767272949219,27.79203987121582,47.64451599121094,24.805286407470703
2016-11-14,45.85837173461914,27.91724967956543,59.39101028442383,40.31087112426758,57.3324089050293,58.13515853881836,65.49796295166016,38.077125549316406,39.04208755493164,80.95890045166016,187.97891235351562,27.13884735107422,105.557373046875,89.42034149169922,94.83686828613281,115.76126098632812,94.7897720336914,142.5191192626953,113.18714904785156,34.51502227783203,28.23157501220703,41.9686164855957,29.169721603393555,26.38050079345703,53.65644836425781,29.843212127685547,69.30052947998047,27.391279220581055,47.714820861816406,24.85378074645996
2016-11-15,46.568702697753906,28.036930084228516,59.672733306884766,40.47442626953125,57.4951171875,58.288238525390625,65.69634246826172,38.34995651245117,39.31499481201172,81.5474853515625,189.47216796875,27.360923767089844,106.34506225585938,90.08341979980469,95.56999206542969,116.11978149414062,95.1383285522461,142.8300323486328,114.02252960205078,34.60881805419922,29.0023193359375,41.9686164855957,29.230478286743164,26.454050064086914,53.805870056152344,30.063852310180664,69.61959838867188,27.829971313476562,48.10581588745117,24.983104705810547
2016-11-16,46.27108383178711,28.052770614624023,59.64712905883789,40.53894805908203,57.52150344848633,58.3757209777832,65.69634246826172,38.44999313354492,39.14133834838867,81.04181671142578,189.2305145263672,27.463951110839844,106.21377563476562,89.61095428466797,95.90411376953125,116.11080932617188,95.2403564453125,142.6981658935547,113.89061737060547,34.76359558105469,28.796785354614258,41.60552215576172,28.87454605102539,26.315916061401367,53.63380813598633,30.077638626098633,69.69721221923828,28.059986114501953,48.039913177490234,25.055850982666016
2016-11-17,46.26314163208008,28.21468734741211,59.84775161743164,40.89371871948242,57.794158935546875,58.50692367553711,66.16226959228516,38.72281265258789,39.25709915161133,81.29876708984375,190.0849151611328,27.63107681274414,106.7651138305664,89.89274597167969,96.55372619628906,116.79202270507812,95.67393493652344,143.70635986328125,114.4446029663086,35.1176643371582,28.605939865112305,41.92971420288086,29.253631591796875,26.461227416992188,53.76510238647461,30.185192108154297,69.65408325195312,28.22835922241211,48.27275085449219,25.10434341430664
2016-11-18,46.13616180419922,28.235809326171875,59.881900787353516,40.921363830566406,58.066810607910156,58.68190383911133,66.50366973876953,38.61369323730469,39.232295989990234,81.19100189208984,189.70521545410156,27.541790008544922,106.55509948730469,89.86788940429688,96.19178771972656,117.41051483154297,96.20100402832031,144.2433624267578,114.26875305175781,35.04966354370117,28.74540138244629,42.01616287231445,29.279678344726562,26.199310302734375,53.72435760498047,30.00041961669922,69.58509063720703,28.197526931762695,48.14975357055664,25.298322677612305
2016-11-21,46.66792678833008,28.41357421875,60.36000442504883,41.119483947753906,58.29989242553711,58.95746994018555,66.77581787109375,38.88650894165039,39.505191802978516,81.75473022460938,191.08619689941406,27.756999969482422,107.30777740478516,90.43148803710938,96.96207427978516,117.95728302001953,96.72805786132812,144.95008850097656,115.11290740966797,35.27243423461914,29.40605926513672,42.11989974975586,29.389636993408203,26.2800350189209,54.05490493774414,30.193466186523438,70.61995697021484,28.479717254638672,48.540740966796875,25.678199768066406
2016-11-22,46.87029266357422,28.6282958984375,60.936275482177734,41.336029052734375,59.0518913269043,59.92413330078125,67.44473266601562,39.02291488647461,39.61271667480469,81.93708801269531,191.40557861328125,27.811941146850586,107.56157684326172,90.58069610595703,97.249755859375,119.03285217285156,97.90978240966797,145.70384216308594,115.41185760498047,35.65700149536133,29.391368865966797,42.271202087402344,29.40410614013672,25.90150260925293,54.34016036987305,30.397552490234375,71.21498107910156,28.52239990234375,48.672542572021484,26.017669677734375
2016-11-23,46.42585372924805,28.756772994995117,61.2265510559082,41.46965408325195,59.412513732910156,60.23905563354492,67.87374877929688,39.004730224609375,39.7532958984375,82.17749786376953,191.61270141601562,27.777606964111328,107.67534637451172,90.9039306640625,97.13838958740234,119.7768325805664,98.46234893798828,146.7213592529297,115.63172149658203,35.71092987060547,29.53082847595215,42.38791275024414,29.545900344848633,26.012731552124023,54.75220489501953,30.237598419189453,71.43920135498047,28.377748489379883,48.712066650390625,26.106578826904297
2016-11-25,47.0528450012207,28.839496612548828,61.388755798339844,41.644737243652344,59.66317367553711,60.44464874267578,68.23358917236328,39.15932846069336,39.860801696777344,82.4925537109375,192.3118896484375,27.878334045410156,108.0691909790039,91.2188720703125,97.53746032714844,120.17123413085938,98.76838684082031,147.39981079101562,116.02740478515625,35.811771392822266,29.376689910888672,42.51325607299805,29.64141273498535,26.114992141723633,54.9876594543457,30.458229064941406,71.62030792236328,28.46074676513672,48.91416549682617,26.332883834838867
